Altitude,ArgusOrgId,LocationCode,CreatedBy,CreatedOn,Description,ExternalReference,FloorNo,FullName,Id,Latitude,Longitude,ModifiedBy,ModifiedOn,Name,ParentLocationId,SecondaryQrCode,TopLocationId,LocationTypeId
,,PARQ.PARQ.OW6F.WomenToilet(Small),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.Women Toilet(Small),367,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Small),29,,9,3
,,PARQ.PARQ.OW6F.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.Men Toilet,368,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,29,,9,3
,,PARQ.PARQ.OW6F.AccessibleToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.Accessible Toilet,369,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Accessible Toilet,29,,9,3
,,PARQ.PARQ.OW6F.ChangingRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.Changing Room,370,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Changing Room,29,,9,3
,,PARQ.PARQ.OW6F.Pantry,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.Pantry,371,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Pantry,29,,9,3
,,PARQ.PARQ.OW6F.6W-01,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-01(Marsh),372,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-01(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-02,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-02(Marsh),373,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-02(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-03,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-03(Marsh),374,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-03(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-04,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-04(Marsh),375,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-04(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-05,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-05(Marsh),376,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-05(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-06,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-06(Marsh),377,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-06(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-07,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-07(Marsh),378,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-07(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-08,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-08(Marsh),379,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-08(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-09,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-09(Marsh),380,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-09(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-10,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-10(Marsh),381,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-10(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-11,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-11(Marsh),382,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-11(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-12,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-12(Marsh),383,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-12(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-13,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-13(Marsh),384,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-13(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-14,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-14(Marsh),385,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-14(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-15,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-15(Marsh),386,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-15(Marsh),29,,9,3
,,PARQ.PARQ.OW6F.6W-16,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.6W-16(Marsh),387,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6W-16(Marsh),29,,9,3
,,"PARQ.PARQ.OE6F.AHURoom(No.1,4)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,"PARQ.Office East Wing.6 Floor.AHU Room(No.1,4)",388,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.1,4)",46,,10,3
,,"PARQ.PARQ.OE6F.AHURoom(No.2,3)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,"PARQ.Office East Wing.6 Floor.AHU Room(No.2,3)",389,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.2,3)",46,,10,3
,,PARQ.PARQ.OE6F.EERoom(Square),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.EE Room(Square),390,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Square),46,,10,3
,,PARQ.PARQ.OE6F.EERoom(Triangle),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.EE Room(Triangle),391,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Triangle),46,,10,3
,,PARQ.PARQ.OE6F.ICTRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.ICT Room,392,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ICT Room,46,,10,3
,,PARQ.PARQ.OE6F.WomenToilet(Big),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.Women Toilet(Big),393,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Big),46,,10,3
,,PARQ.PARQ.OE6F.WomenToilet(Small),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.Women Toilet(Small),394,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Small),46,,10,3
,,PARQ.PARQ.OE6F.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.Men Toilet,395,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,46,,10,3
,,PARQ.PARQ.OE6F.AccessibleToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.Accessible Toilet,396,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Accessible Toilet,46,,10,3
,,PARQ.PARQ.OE6F.ChangingRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.Changing Room,397,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Changing Room,46,,10,3
,,PARQ.PARQ.OE6F.Pantry,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.Pantry,398,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Pantry,46,,10,3
,,PARQ.PARQ.OE6F.6E-01,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-01(Livanova),399,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-01(Livanova),46,,10,3
,,PARQ.PARQ.OE6F.6E-02,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-02(Foreo),400,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-02(Foreo),46,,10,3
,,PARQ.PARQ.OE6F.6E-03,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-03(Foreo),401,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-03(Foreo),46,,10,3
,,PARQ.PARQ.OE6F.6E-04,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-04(Rouse&Co),402,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-04(Rouse&Co),46,,10,3
,,PARQ.PARQ.OE6F.6E-05,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-05(Rouse&Co),403,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-05(Rouse&Co),46,,10,3
,,PARQ.PARQ.OE6F.6E-06,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-06(Rouse&Co),404,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-06(Rouse&Co),46,,10,3
,,PARQ.PARQ.OE6F.6E-07,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-07(Rouse&Co),405,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-07(Rouse&Co),46,,10,3
,,PARQ.PARQ.OE6F.6E-08,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-08(DailiTech),406,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-08(DailiTech),46,,10,3
,,PARQ.PARQ.OE6F.6E-09,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-09(DailiTech),407,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-09(DailiTech),46,,10,3
,,PARQ.PARQ.OE6F.6E-10,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-10(DailiTech),408,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-10(DailiTech),46,,10,3
,,PARQ.PARQ.OE6F.6E-11,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-11(DailiTech),409,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-11(DailiTech),46,,10,3
,,PARQ.PARQ.OE6F.6E-12,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-12(AWG),410,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-12(AWG),46,,10,3
,,PARQ.PARQ.OE6F.6E-13,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-13(AWG),411,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-13(AWG),46,,10,3
,,PARQ.PARQ.OE6F.6E-14,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-14(AWG),412,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-14(AWG),46,,10,3
,,PARQ.PARQ.OE6F.6E-15,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-15(Vacant),413,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-15(Vacant),46,,10,3
,,PARQ.PARQ.OE6F.6E-16,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office East Wing.6 Floor.6E-16(Vacant),414,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,6E-16(Vacant),46,,10,3
,,"PARQ.PARQ.OW7F.AHURoom(No.1,4)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,"PARQ.Office West Wing.7 Floor.AHU Room(No.1,4)",415,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.1,4)",30,,9,3
,,"PARQ.PARQ.OW7F.AHURoom(No.2,3)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,"PARQ.Office West Wing.7 Floor.AHU Room(No.2,3)",416,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.2,3)",30,,9,3
,,PARQ.PARQ.OW7F.EERoom(Square),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.EE Room(Square),417,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Square),30,,9,3
,,PARQ.PARQ.OW7F.EERoom(Triangle),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.EE Room(Triangle),418,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Triangle),30,,9,3
,,PARQ.PARQ.OW7F.ICTRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.ICT Room,419,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ICT Room,30,,9,3
,,PARQ.PARQ.OW7F.WomenToilet(Big),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.Women Toilet(Big),420,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Big),30,,9,3
,,PARQ.PARQ.OW7F.WomenToilet(Small),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.Women Toilet(Small),421,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Small),30,,9,3
,,PARQ.PARQ.OW7F.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.Men Toilet,422,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,30,,9,3
,,PARQ.PARQ.OW7F.AccessibleToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.Accessible Toilet,423,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Accessible Toilet,30,,9,3
,,PARQ.PARQ.OW7F.ChangingRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.Changing Room,424,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Changing Room,30,,9,3
,,PARQ.PARQ.OW7F.Pantry,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.Pantry,425,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Pantry,30,,9,3
,,PARQ.PARQ.OW7F.7W-01,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-01(Schaeffler),426,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-01(Schaeffler),30,,9,3
,,PARQ.PARQ.OW7F.7W-02,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-02(Here),427,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-02(Here),30,,9,3
,,PARQ.PARQ.OW7F.7W-03,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-03(Here),428,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-03(Here),30,,9,3
,,PARQ.PARQ.OW7F.7W-04,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-04(Here),429,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-04(Here),30,,9,3
,,PARQ.PARQ.OW7F.7W-05,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-05(Vacant),430,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-05(Vacant),30,,9,3
,,PARQ.PARQ.OW7F.7W-06,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-06(Vacant),431,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-06(Vacant),30,,9,3
,,PARQ.PARQ.OW7F.7W-07,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-07(Vacant),432,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-07(Vacant),30,,9,3
,,PARQ.PARQ.OW7F.7W-08,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-08(Vacant),433,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-08(Vacant),30,,9,3
,,PARQ.PARQ.OW7F.7W-09,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-09(Vacant),434,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-09(Vacant),30,,9,3
,,PARQ.PARQ.OW7F.7W-10,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-10(Vacant),435,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-10(Vacant),30,,9,3
,,PARQ.PARQ.OW7F.7W-11,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-11(Vacant),436,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-11(Vacant),30,,9,3
,,PARQ.PARQ.OW7F.7W-12,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-12(Vacant),437,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-12(Vacant),30,,9,3
,,PARQ.PARQ.OW7F.7W-13,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-13(Vacant),438,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-13(Vacant),30,,9,3
,,PARQ.PARQ.OW7F.7W-14,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-14(OveArup),439,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-14(OveArup),30,,9,3
,,PARQ.PARQ.OW7F.7W-15,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-15(OveArup),440,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-15(OveArup),30,,9,3
,,PARQ.PARQ.OW7F.7W-16,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office West Wing.7 Floor.7W-16(OveArup),441,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7W-16(OveArup),30,,9,3
,,"PARQ.PARQ.OE7F.AHURoom(No.1,4)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,"PARQ.Office East Wing.7 Floor.AHU Room(No.1,4)",442,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.1,4)",47,,10,3
,,"PARQ.PARQ.OE7F.AHURoom(No.2,3)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,"PARQ.Office East Wing.7 Floor.AHU Room(No.2,3)",443,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.2,3)",47,,10,3
,,PARQ.PARQ.OE7F.EERoom(Square),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office East Wing.7 Floor.EE Room(Square),444,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Square),47,,10,3
,,PARQ.PARQ.OE7F.EERoom(Triangle),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office East Wing.7 Floor.EE Room(Triangle),445,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Triangle),47,,10,3
,,PARQ.PARQ.OE7F.ICTRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office East Wing.7 Floor.ICT Room,446,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ICT Room,47,,10,3
,,PARQ.PARQ.OE7F.WomenToilet(Big),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office East Wing.7 Floor.Women Toilet(Big),447,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Big),47,,10,3
,,PARQ.PARQ.OE7F.WomenToilet(Small),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office East Wing.7 Floor.Women Toilet(Small),448,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Small),47,,10,3
,,PARQ.PARQ.OE7F.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office East Wing.7 Floor.Men Toilet,449,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,47,,10,3
,,PARQ.PARQ.OE7F.AccessibleToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office East Wing.7 Floor.Accessible Toilet,450,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Accessible Toilet,47,,10,3
,,PARQ.PARQ.OE7F.ChangingRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office East Wing.7 Floor.Changing Room,451,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Changing Room,47,,10,3
,,PARQ.PARQ.OE7F.Pantry,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office East Wing.7 Floor.Pantry,452,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Pantry,47,,10,3
,,PARQ.PARQ.OE7F.7E-01,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office East Wing.7 Floor.7E-01(WeWork),453,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7E-01(WeWork),47,,10,3
,,PARQ.PARQ.OE7F.7E-02,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office East Wing.7 Floor.7E-02(WeWork),454,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7E-02(WeWork),47,,10,3
,,PARQ.PARQ.OE7F.7E-03,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office East Wing.7 Floor.7E-03(WeWork),455,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7E-03(WeWork),47,,10,3
,,PARQ.PARQ.OE7F.7E-04,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:52,,,,PARQ.Office East Wing.7 Floor.7E-04(WeWork),456,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,7E-04(WeWork),47,,10,3
