Altitude,ArgusOrgId,LocationCode,CreatedBy,CreatedOn,Description,ExternalReference,FloorNo,FullName,Id,Latitude,Longitude,ModifiedBy,ModifiedOn,Name,ParentLocationId,SecondaryQrCode,TopLocationId,LocationTypeId
,,PARQ.PARQ.OW8F.8W-13,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office West Wing.8 Floor.8W-13,492,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-13,31,,9,3
,,PARQ.PARQ.OW8F.8W-14,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office West Wing.8 Floor.8W-14,493,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-14,31,,9,3
,,PARQ.PARQ.OW8F.8W-15,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office West Wing.8 Floor.8W-15,494,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-15,31,,9,3
,,PARQ.PARQ.OW8F.8W-16,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office West Wing.8 Floor.8W-16,495,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-16,31,,9,3
,,"PARQ.PARQ.OE8F.AHURoom(No.1,4)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,"PARQ.Office East Wing.8 Floor.AHU Room(No.1,4)",496,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.1,4)",48,,10,3
,,"PARQ.PARQ.OE8F.AHURoom(No.2,3)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,"PARQ.Office East Wing.8 Floor.AHU Room(No.2,3)",497,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.2,3)",48,,10,3
,,PARQ.PARQ.OE8F.EERoom(Square),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.EE Room(Square),498,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Square),48,,10,3
,,PARQ.PARQ.OE8F.EERoom(Triangle),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.EE Room(Triangle),499,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Triangle),48,,10,3
,,PARQ.PARQ.OE8F.ICTRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.ICT Room,500,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ICT Room,48,,10,3
,,PARQ.PARQ.OE8F.WomenToilet(Big),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.Women Toilet(Big),501,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Big),48,,10,3
,,PARQ.PARQ.OE8F.WomenToilet(Small),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.Women Toilet(Small),502,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Small),48,,10,3
,,PARQ.PARQ.OE8F.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.Men Toilet,503,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,48,,10,3
,,PARQ.PARQ.OE8F.AccessibleToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.Accessible Toilet,504,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Accessible Toilet,48,,10,3
,,PARQ.PARQ.OE8F.ChangingRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.Changing Room,505,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Changing Room,48,,10,3
,,PARQ.PARQ.OE8F.Pantry,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.Pantry,506,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Pantry,48,,10,3
,,PARQ.PARQ.OE8F.8W-01,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-01(F&N),507,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-01(F&N),48,,10,3
,,PARQ.PARQ.OE8F.8W-02,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-02(F&N),508,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-02(F&N),48,,10,3
,,PARQ.PARQ.OE8F.8W-03,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-03(F&N),509,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-03(F&N),48,,10,3
,,PARQ.PARQ.OE8F.8W-04,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-04(F&N),510,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-04(F&N),48,,10,3
,,PARQ.PARQ.OE8F.8W-05,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-05(F&N),511,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-05(F&N),48,,10,3
,,PARQ.PARQ.OE8F.8W-06,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-06(F&N),512,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-06(F&N),48,,10,3
,,PARQ.PARQ.OE8F.8W-07,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-07(F&N),513,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-07(F&N),48,,10,3
,,PARQ.PARQ.OE8F.8W-08,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-08(F&N),514,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-08(F&N),48,,10,3
,,PARQ.PARQ.OE8F.8W-09,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-09(Terumo),515,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-09(Terumo),48,,10,3
,,PARQ.PARQ.OE8F.8W-10,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-10(Terumo),516,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-10(Terumo),48,,10,3
,,PARQ.PARQ.OE8F.8W-11,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-11(Terumo),517,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-11(Terumo),48,,10,3
,,PARQ.PARQ.OE8F.8W-12,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-12(Terumo),518,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-12(Terumo),48,,10,3
,,PARQ.PARQ.OE8F.8W-13,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-13(Terumo),519,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-13(Terumo),48,,10,3
,,PARQ.PARQ.OE8F.8W-14,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-14(Terumo),520,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-14(Terumo),48,,10,3
,,PARQ.PARQ.OE8F.8W-15,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-15(Terumo),521,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-15(Terumo),48,,10,3
,,PARQ.PARQ.OE8F.8W-16,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,PARQ.Office East Wing.8 Floor.8W-16(Terumo),522,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,8W-16(Terumo),48,,10,3
,,"PARQ.PARQ.OW9F.AHURoom(No.1,4)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:53,,,,"PARQ.Office West Wing.9 Floor.AHU Room(No.1,4)",523,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.1,4)",32,,9,3
,,"PARQ.PARQ.OW9F.AHURoom(No.2,3)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,"PARQ.Office West Wing.9 Floor.AHU Room(No.2,3)",524,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.2,3)",32,,9,3
,,PARQ.PARQ.OW9F.EERoom(Square),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.EE Room(Square),525,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Square),32,,9,3
,,PARQ.PARQ.OW9F.EERoom(Triangle),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.EE Room(Triangle),526,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Triangle),32,,9,3
,,PARQ.PARQ.OW9F.ICTRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.ICT Room,527,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ICT Room,32,,9,3
,,PARQ.PARQ.OW9F.WomenToilet(Big),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.Women Toilet(Big),528,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Big),32,,9,3
,,PARQ.PARQ.OW9F.WomenToilet(Small),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.Women Toilet(Small),529,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Small),32,,9,3
,,PARQ.PARQ.OW9F.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.Men Toilet,530,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,32,,9,3
,,PARQ.PARQ.OW9F.AccessibleToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.Accessible Toilet,531,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Accessible Toilet,32,,9,3
,,PARQ.PARQ.OW9F.ChangingRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.Changing Room,532,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Changing Room,32,,9,3
,,PARQ.PARQ.OW9F.Pantry,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.Pantry,533,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Pantry,32,,9,3
,,PARQ.PARQ.OW9F.9W-01,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-01(Arise),534,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-01(Arise),32,,9,3
,,PARQ.PARQ.OW9F.9W-02,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-02(Arise),535,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-02(Arise),32,,9,3
,,PARQ.PARQ.OW9F.9W-03,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-03(Arise),536,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-03(Arise),32,,9,3
,,PARQ.PARQ.OW9F.9W-04,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-04(Arise),537,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-04(Arise),32,,9,3
,,PARQ.PARQ.OW9F.9W-05,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-05(Arise),538,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-05(Arise),32,,9,3
,,PARQ.PARQ.OW9F.9W-06,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-06(Arise),539,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-06(Arise),32,,9,3
,,PARQ.PARQ.OW9F.9W-07,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-07(Accenture),540,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-07(Accenture),32,,9,3
,,PARQ.PARQ.OW9F.9W-08,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-08(Accenture),541,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-08(Accenture),32,,9,3
,,PARQ.PARQ.OW9F.9W-09,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-09(Accenture),542,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-09(Accenture),32,,9,3
,,PARQ.PARQ.OW9F.9W-10,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-10(Accenture),543,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-10(Accenture),32,,9,3
,,PARQ.PARQ.OW9F.9W-11,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-11(Accenture),544,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-11(Accenture),32,,9,3
,,PARQ.PARQ.OW9F.9W-12,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-12(Accenture),545,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-12(Accenture),32,,9,3
,,PARQ.PARQ.OW9F.9W-13,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-13(Accenture),546,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-13(Accenture),32,,9,3
,,PARQ.PARQ.OW9F.9W-14,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-14(Accenture),547,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-14(Accenture),32,,9,3
,,PARQ.PARQ.OW9F.9W-15,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-15(Accenture),548,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-15(Accenture),32,,9,3
,,PARQ.PARQ.OW9F.9W-16,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office West Wing.9 Floor.9W-16(Accenture),549,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9W-16(Accenture),32,,9,3
,,"PARQ.PARQ.OE9F.AHURoom(No.1,4)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,"PARQ.Office East Wing.9 Floor.AHU Room(No.1,4)",550,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.1,4)",49,,10,3
,,"PARQ.PARQ.OE9F.AHURoom(No.2,3)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,"PARQ.Office East Wing.9 Floor.AHU Room(No.2,3)",551,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.2,3)",49,,10,3
,,PARQ.PARQ.OE9F.EERoom(Square),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.EE Room(Square),552,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Square),49,,10,3
,,PARQ.PARQ.OE9F.EERoom(Triangle),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.EE Room(Triangle),553,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Triangle),49,,10,3
,,PARQ.PARQ.OE9F.ICTRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.ICT Room,554,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ICT Room,49,,10,3
,,PARQ.PARQ.OE9F.WomenToilet(Big),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.Women Toilet(Big),555,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Big),49,,10,3
,,PARQ.PARQ.OE9F.WomenToilet(Small),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.Women Toilet(Small),556,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Small),49,,10,3
,,PARQ.PARQ.OE9F.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.Men Toilet,557,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,49,,10,3
,,PARQ.PARQ.OE9F.AccessibleToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.Accessible Toilet,558,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Accessible Toilet,49,,10,3
,,PARQ.PARQ.OE9F.ChangingRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.Changing Room,559,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Changing Room,49,,10,3
,,PARQ.PARQ.OE9F.Pantry,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.Pantry,560,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Pantry,49,,10,3
,,PARQ.PARQ.OE9F.9E-01,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.9E-01(TRB),561,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-01(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-02,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.9E-02(TRB),562,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-02(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-03,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.9E-03(TRB),563,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-03(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-04,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.9E-04(TRB),564,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-04(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-05,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.9E-05(TRB),565,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-05(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-06,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.9E-06(TRB),566,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-06(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-07,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.9E-07(TRB),567,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-07(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-08,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.9E-08(TRB),568,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-08(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-09,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:54,,,,PARQ.Office East Wing.9 Floor.9E-09(TRB),569,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-09(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-10,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:55,,,,PARQ.Office East Wing.9 Floor.9E-10(TRB),570,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-10(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-11,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:55,,,,PARQ.Office East Wing.9 Floor.9E-11(TRB),571,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-11(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-12,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:55,,,,PARQ.Office East Wing.9 Floor.9E-12(TRB),572,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-12(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-13,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:55,,,,PARQ.Office East Wing.9 Floor.9E-13(TRB),573,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-13(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-14,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:55,,,,PARQ.Office East Wing.9 Floor.9E-14(TRB),574,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-14(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-15,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:55,,,,PARQ.Office East Wing.9 Floor.9E-15(TRB),575,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-15(TRB),49,,10,3
,,PARQ.PARQ.OE9F.9E-16,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:55,,,,PARQ.Office East Wing.9 Floor.9E-16(TRB),576,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,9E-16(TRB),49,,10,3
,,"PARQ.PARQ.OW10F.AHURoom(No.1,4)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:55,,,,"PARQ.Office West Wing.10 Floor.AHU Room(No.1,4)",577,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.1,4)",33,,9,3
,,"PARQ.PARQ.OW10F.AHURoom(No.2,3)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:55,,,,"PARQ.Office West Wing.10 Floor.AHU Room(No.2,3)",578,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.2,3)",33,,9,3
,,PARQ.PARQ.OW10F.EERoom(Square),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:55,,,,PARQ.Office West Wing.10 Floor.EE Room(Square),579,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Square),33,,9,3
,,PARQ.PARQ.OW10F.EERoom(Triangle),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:55,,,,PARQ.Office West Wing.10 Floor.EE Room(Triangle),580,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Triangle),33,,9,3
,,PARQ.PARQ.OW10F.ICTRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:55,,,,PARQ.Office West Wing.10 Floor.ICT Room,581,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ICT Room,33,,9,3
,,PARQ.PARQ.OW10F.WomenToilet(Big),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:55,,,,PARQ.Office West Wing.10 Floor.Women Toilet(Big),582,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Big),33,,9,3
